filename,split,channel,min,max,mean,std,rms
9.edf,test,EEG FC3,-9.3e-05,2e-05,-3.4e-05,6e-06,3.4e-05
9.edf,test,EEG FCz,-4e-05,9e-06,-1.5e-05,5e-06,1.6e-05
9.edf,test,EEG FC4,-2.5e-05,7.5e-05,2.2e-05,7e-06,2.3e-05
9.edf,test,EEG C5,-0.000145,1e-06,-6e-05,9e-06,6.1e-05
9.edf,test,EEG C1,-5.4e-05,-2.4e-05,-3.9e-05,3e-06,3.9e-05
9.edf,test,EEG C2,-5.8e-05,-2.1e-05,-4.2e-05,4e-06,4.2e-05
9.edf,test,EEG C6,-0.000209,9.6e-05,-4.3e-05,9e-06,4.4e-05
9.edf,test,EEG CP3,-5.9e-05,1e-05,-2.8e-05,6e-06,2.9e-05
9.edf,test,EEG CPz,0.000215,0.000247,0.000228,3e-06,0.000228
9.edf,test,EEG CP4,0.000159,0.000256,0.000204,7e-06,0.000204
9.edf,test,EEG P5,-2.3e-05,6.4e-05,1.7e-05,8e-06,1.9e-05
9.edf,test,EEG P1,0.000179,0.000266,0.000224,8e-06,0.000224
9.edf,test,EEG P2,0.000192,0.000284,0.000237,8e-06,0.000237
9.edf,test,EEG P6,0.000118,0.000265,0.000191,1e-05,0.000191
9.edf,test,EEG PO5,0.000166,0.000288,0.000228,1.1e-05,0.000228
9.edf,test,EEG PO3,0.000177,0.000297,0.000238,1.1e-05,0.000238
9.edf,test,EEG PO4,0.000117,0.000283,0.000202,1.2e-05,0.000202
9.edf,test,EEG PO6,0.00012,0.000289,0.000207,1.2e-05,0.000207
9.edf,test,EEG FT7,0.000161,0.000317,0.000229,1.1e-05,0.000229
9.edf,test,EEG FT8,0.000129,0.000272,0.000207,1.1e-05,0.000208
9.edf,test,EEG TP7,0.000169,0.000321,0.000247,1.1e-05,0.000247
9.edf,test,EEG TP8,0.000146,0.000329,0.000243,1.1e-05,0.000243
9.edf,test,EEG PO7,0.000162,0.000285,0.000224,1.1e-05,0.000225
9.edf,test,EEG PO8,0.000105,0.000327,0.000215,1.3e-05,0.000215
9.edf,test,EEG FT9,5e-05,0.000205,0.000116,1.1e-05,0.000117
9.edf,test,EEG FT10,5.8e-05,0.000186,0.000124,1.1e-05,0.000124
9.edf,test,EEG TPP9h,-8.1e-05,4.6e-05,-2.5e-05,1.2e-05,2.7e-05
9.edf,test,EEG TPP10h,2.9e-05,0.000201,0.000119,1.2e-05,0.000119
9.edf,test,EEG PO9,4.9e-05,0.000193,0.000131,1.1e-05,0.000131
9.edf,test,EEG PO10,-0.000156,4e-05,-6.7e-05,1.2e-05,6.8e-05
9.edf,test,EEG P9,6.1e-05,0.000188,0.000118,1.2e-05,0.000118
9.edf,test,EEG P10,4e-05,0.0002,0.000109,1.2e-05,0.00011
9.edf,test,EEG AFF1,5.6e-05,0.000211,0.000118,1.1e-05,0.000118
9.edf,test,EEG AFz,-0.000126,9.3e-05,-4e-05,1.5e-05,4.2e-05
9.edf,test,EEG AFF2,2.2e-05,0.000169,8.4e-05,1.1e-05,8.5e-05
9.edf,test,EEG FFC5h,-0.000233,0.000112,-5e-05,1e-05,5.1e-05
9.edf,test,EEG FFC3h,-0.000126,2.1e-05,-4.1e-05,9e-06,4.2e-05
9.edf,test,EEG FFC4h,5.4e-05,0.000116,8.5e-05,6e-06,8.5e-05
9.edf,test,EEG FFC6h,-0.000116,1.5e-05,-5.1e-05,1e-05,5.2e-05
9.edf,test,EEG FCC5h,-6e-06,0.000188,9.9e-05,8e-06,9.9e-05
9.edf,test,EEG FCC3h,0.000138,0.00025,0.000197,6e-06,0.000197
9.edf,test,EEG FCC4h,0.000135,0.000206,0.00017,5e-06,0.00017
9.edf,test,EEG FCC6h,-1.9e-05,0.000185,8.6e-05,8e-06,8.6e-05
9.edf,test,EEG CCP5h,0.000138,0.000227,0.000182,7e-06,0.000182
9.edf,test,EEG CCP3h,0.000144,0.000196,0.00017,5e-06,0.00017
9.edf,test,EEG CCP4h,0.000156,0.000228,0.000189,5e-06,0.000189
9.edf,test,EEG CCP6h,0.000147,0.000293,0.000219,8e-06,0.000219
9.edf,test,EEG CPP5h,0.000158,0.000243,0.000197,8e-06,0.000197
9.edf,test,EEG CPP3h,0.000156,0.000217,0.000183,6e-06,0.000183
9.edf,test,EEG CPP4h,0.000167,0.000247,0.000201,7e-06,0.000201
9.edf,test,EEG CPP6h,0.000114,0.000221,0.000162,9e-06,0.000162
9.edf,test,EEG PPO1,0.000127,0.000217,0.000175,8e-06,0.000175
9.edf,test,EEG PPO2,0.000143,0.000237,0.000189,8e-06,0.00019
9.edf,test,EEG I1,0.000133,0.000289,0.000219,1.1e-05,0.000219
9.edf,test,EEG Iz,0.000135,0.000281,0.000199,1.2e-05,0.000199
9.edf,test,EEG I2,8.5e-05,0.000261,0.000164,1.2e-05,0.000164
9.edf,test,EEG AFp3h,-0.000238,4.3e-05,-0.000128,1.8e-05,0.00013
9.edf,test,EEG AFp4h,-0.000268,4e-05,-0.000148,2e-05,0.00015
9.edf,test,EEG AFF5h,-0.000253,8e-06,-0.000107,1.4e-05,0.000108
9.edf,test,EEG AFF6h,-0.000175,1e-05,-9.8e-05,1.3e-05,9.9e-05
9.edf,test,EEG FFT7h,-0.000475,0.000219,-0.000116,1.1e-05,0.000117
9.edf,test,EEG FFC1h,-0.000165,-7.2e-05,-0.000118,7e-06,0.000118
9.edf,test,EEG FFC2h,-8.3e-05,-1.2e-05,-4.8e-05,6e-06,4.8e-05
9.edf,test,EEG FFT8h,-0.000208,-2.9e-05,-0.000124,1.1e-05,0.000125
9.edf,test,EEG FTT9h,-0.000178,-2.3e-05,-0.00011,1.1e-05,0.000111
9.edf,test,EEG FTT7h,-0.000274,3e-06,-0.000117,1e-05,0.000118
9.edf,test,EEG FCC1h,-0.000129,-8.9e-05,-0.000106,3e-06,0.000106
9.edf,test,EEG FCC2h,-0.000153,-0.000105,-0.000129,5e-06,0.000129
9.edf,test,EEG FTT8h,-0.000275,9e-05,-0.000109,1.1e-05,0.000109
9.edf,test,EEG FTT10h,-0.000197,-6.5e-05,-0.000127,1.1e-05,0.000127
9.edf,test,EEG TTP7h,-0.000213,-3.1e-05,-0.000105,1e-05,0.000106
9.edf,test,EEG CCP1h,-9.7e-05,-7.4e-05,-8.6e-05,2e-06,8.6e-05
9.edf,test,EEG CCP2h,0.000222,0.000254,0.000235,3e-06,0.000235
9.edf,test,EEG TTP8h,0.000215,0.000264,0.000239,4e-06,0.000239
9.edf,test,EEG TPP7h,-6.3e-05,3.8e-05,-1.5e-05,9e-06,1.8e-05
9.edf,test,EEG CPP1h,0.000179,0.000237,0.000207,6e-06,0.000207
9.edf,test,EEG CPP2h,0.000188,0.00025,0.000217,6e-06,0.000217
9.edf,test,EEG TPP8h,0.000147,0.000278,0.000206,1e-05,0.000207
9.edf,test,EEG PPO9h,0.000127,0.000292,0.00023,1.1e-05,0.00023
9.edf,test,EEG PPO5h,0.000178,0.000266,0.000218,8e-06,0.000219
9.edf,test,EEG PPO6h,0.000134,0.000267,0.0002,1e-05,0.0002
9.edf,test,EEG PPO10h,0.000134,0.00033,0.000224,1.3e-05,0.000224
9.edf,test,EEG POO9h,0.00013,0.000264,0.000193,1.1e-05,0.000193
9.edf,test,EEG POO3h,0.000147,0.000278,0.00021,1.2e-05,0.00021
9.edf,test,EEG POO4h,0.000143,0.000305,0.00022,1.4e-05,0.000221
9.edf,test,EEG POO10h,0.000128,0.000299,0.000203,1.2e-05,0.000203
9.edf,test,EEG OI1h,0.000144,0.000282,0.000205,1.2e-05,0.000206
9.edf,test,EEG OI2h,0.000146,0.000295,0.000208,1.2e-05,0.000208
10.edf,test,EEG Fp1,-0.000229,0.000429,-1.1e-05,2.1e-05,2.4e-05
10.edf,test,EEG Fp2,-0.000187,0.000339,-3.1e-05,1.8e-05,3.6e-05
10.edf,test,EEG Fpz,-0.000227,0.000435,-1.2e-05,2.9e-05,3.2e-05
10.edf,test,EEG F7,-0.000215,0.000122,-1.8e-05,8e-06,2e-05
10.edf,test,EEG F3,-6.1e-05,0.000117,1.2e-05,7e-06,1.4e-05
10.edf,test,EEG Fz,2.2e-05,0.000168,6.6e-05,7e-06,6.6e-05
10.edf,test,EEG F4,-9.1e-05,0.00017,-1.6e-05,1.2e-05,2e-05
10.edf,test,EEG F8,-0.000181,0.000111,-2.5e-05,1e-05,2.7e-05
10.edf,test,EEG FC5,-0.000232,0.000157,-8e-06,7e-06,1.1e-05
10.edf,test,EEG FC1,-6.4e-05,1.2e-05,-2.6e-05,4e-06,2.7e-05
10.edf,test,EEG FC2,3.4e-05,8.9e-05,5.4e-05,4e-06,5.4e-05
10.edf,test,EEG FC6,-0.000115,9.3e-05,-2.7e-05,7e-06,2.8e-05
10.edf,test,EEG M1,-0.000123,5.6e-05,-2.2e-05,1.2e-05,2.5e-05
10.edf,test,EEG T7,-0.00023,8.2e-05,-1.1e-05,8e-06,1.3e-05
10.edf,test,EEG C3,-7e-05,5.9e-05,-2.7e-05,4e-06,2.7e-05
10.edf,test,EEG Cz,2.4e-05,2.9e-05,2.6e-05,1e-06,2.6e-05
10.edf,test,EEG C4,0.000131,0.000209,0.000167,6e-06,0.000167
10.edf,test,EEG T8,-1.9e-05,0.000279,0.000177,1.2e-05,0.000178
10.edf,test,EEG M2,-8.7e-05,0.000109,2e-06,1.1e-05,1.1e-05
10.edf,test,EEG CP5,5.2e-05,0.000329,0.000161,6e-06,0.000162
10.edf,test,EEG CP1,0.000153,0.000213,0.000183,4e-06,0.000183
10.edf,test,EEG CP2,0.000162,0.000214,0.000192,5e-06,0.000192
10.edf,test,EEG CP6,0.000105,0.000196,0.000148,7e-06,0.000148
10.edf,test,EEG P7,0.000108,0.000229,0.000171,8e-06,0.000172
10.edf,test,EEG P3,0.000139,0.000214,0.000178,6e-06,0.000178
10.edf,test,EEG Pz,0.00013,0.000198,0.000165,5e-06,0.000165
10.edf,test,EEG P4,0.000107,0.000189,0.000151,7e-06,0.000151
10.edf,test,EEG P8,0.000113,0.000222,0.000168,8e-06,0.000169
10.edf,test,EEG POz,0.0001,0.000199,0.000148,7e-06,0.000148
10.edf,test,EEG O1,0.000131,0.000245,0.000187,8e-06,0.000188
10.edf,test,EEG Oz,0.000113,0.000233,0.000169,8e-06,0.000169
10.edf,test,EEG O2,0.00011,0.000235,0.000172,8e-06,0.000172
10.edf,test,EOG EOGh,-0.002175,0.002365,0.000162,9.8e-05,0.00019
10.edf,test,EOG EOGv,-0.00062,0.000976,-0.000119,5.4e-05,0.000131
10.edf,test,EMG EMG_RH,-0.000386,0.000542,0.000177,2.4e-05,0.000179
10.edf,test,EMG EMG_LH,-0.000329,2.8e-05,-0.000129,1.2e-05,0.000129
10.edf,test,EMG EMG_RF,-0.000215,3.2e-05,-0.000124,1.8e-05,0.000126
10.edf,test,EEG AF7,-0.000166,0.000446,3e-06,1.7e-05,1.7e-05
10.edf,test,EEG AF3,-7.5e-05,0.000197,1e-05,1.1e-05,1.5e-05
10.edf,test,EEG AF4,-0.00028,0.000222,1e-06,1.5e-05,1.5e-05
10.edf,test,EEG AF8,-8.4e-05,0.000455,0.000107,2e-05,0.000109
10.edf,test,EEG F5,-0.000215,0.000176,-5.8e-05,9e-06,5.9e-05
10.edf,test,EEG F1,-8.1e-05,5.4e-05,-3.5e-05,6e-06,3.6e-05
10.edf,test,EEG F2,5e-05,0.000193,9.5e-05,7e-06,9.6e-05
10.edf,test,EEG F6,-0.000207,0.000129,-3.7e-05,1.3e-05,4e-05
10.edf,test,EEG FC3,-7.7e-05,3.8e-05,-3.5e-05,5e-06,3.6e-05
10.edf,test,EEG FCz,-3.4e-05,8e-06,-1.7e-05,3e-06,1.7e-05
10.edf,test,EEG FC4,-2.4e-05,7.9e-05,1.6e-05,6e-06,1.7e-05
10.edf,test,EEG C5,-0.000224,0.000166,-6e-05,7e-06,6e-05
10.edf,test,EEG C1,-6e-05,-8e-06,-4.1e-05,3e-06,4.1e-05
10.edf,test,EEG C2,-5.7e-05,-2.5e-05,-4e-05,3e-06,4e-05
10.edf,test,EEG C6,-8.9e-05,2.8e-05,-4.5e-05,7e-06,4.5e-05
10.edf,test,EEG CP3,-6.1e-05,7e-06,-3.2e-05,4e-06,3.2e-05
10.edf,test,EEG CPz,0.000203,0.000245,0.000225,3e-06,0.000225
10.edf,test,EEG CP4,0.000166,0.000235,0.000203,6e-06,0.000204
10.edf,test,EEG P5,-2.5e-05,5.6e-05,1.5e-05,6e-06,1.7e-05
10.edf,test,EEG P1,0.000185,0.00026,0.000224,6e-06,0.000224
10.edf,test,EEG P2,0.000198,0.000275,0.000238,6e-06,0.000238
10.edf,test,EEG P6,0.000138,0.000232,0.000193,7e-06,0.000193
10.edf,test,EEG PO5,0.000185,0.000265,0.000225,6e-06,0.000225
10.edf,test,EEG PO3,0.000189,0.000285,0.000235,7e-06,0.000235
10.edf,test,EEG PO4,0.00015,0.000251,0.0002,7e-06,0.000201
10.edf,test,EEG PO6,0.000156,0.000262,0.000206,8e-06,0.000206
10.edf,test,EEG FT7,9e-06,0.000319,0.000225,8e-06,0.000225
10.edf,test,EEG FT8,0.000144,0.00027,0.000205,8e-06,0.000205
10.edf,test,EEG TP7,8.8e-05,0.000457,0.000241,9e-06,0.000241
10.edf,test,EEG TP8,0.000153,0.00035,0.000241,9e-06,0.000241
10.edf,test,EEG PO7,0.000166,0.000281,0.000223,8e-06,0.000223
10.edf,test,EEG PO8,0.00016,0.000266,0.000211,8e-06,0.000212
10.edf,test,EEG FT9,-9.3e-05,0.000214,0.000108,1.1e-05,0.000109
10.edf,test,EEG FT10,2.7e-05,0.000184,0.000112,1.1e-05,0.000113
10.edf,test,EEG TPP9h,-0.000114,2.1e-05,-4e-05,1e-05,4.1e-05
10.edf,test,EEG TPP10h,4.2e-05,0.00017,0.000111,1e-05,0.000111
10.edf,test,EEG PO9,5.1e-05,0.000182,0.000121,9e-06,0.000122
10.edf,test,EEG PO10,-0.000143,-2e-06,-7.1e-05,1e-05,7.2e-05
10.edf,test,EEG P9,3.3e-05,0.000166,0.000106,1e-05,0.000106
10.edf,test,EEG P10,3.1e-05,0.000167,0.000102,1e-05,0.000103
10.edf,test,EEG AFF1,5e-05,0.000249,0.00011,9e-06,0.000111
10.edf,test,EEG AFz,-0.000141,0.000145,-5.3e-05,1.2e-05,5.4e-05
10.edf,test,EEG AFF2,7e-06,0.000221,7.8e-05,1e-05,7.8e-05
10.edf,test,EEG FFC5h,-0.000168,0.000106,-5.6e-05,9e-06,5.6e-05
10.edf,test,EEG FFC3h,-0.000104,2.7e-05,-5.3e-05,8e-06,5.4e-05
10.edf,test,EEG FFC4h,3.7e-05,0.000158,8.4e-05,8e-06,8.4e-05
10.edf,test,EEG FFC6h,-0.000122,4.2e-05,-6e-05,1e-05,6.1e-05
10.edf,test,EEG FCC5h,-5.1e-05,0.000305,9.2e-05,8e-06,9.3e-05
10.edf,test,EEG FCC3h,0.000157,0.000244,0.00019,6e-06,0.00019
10.edf,test,EEG FCC4h,0.000124,0.000203,0.000165,7e-06,0.000165
10.edf,test,EEG FCC6h,2e-05,0.00017,7.6e-05,8e-06,7.6e-05
10.edf,test,EEG CCP5h,0.000103,0.000314,0.000174,8e-06,0.000174
10.edf,test,EEG CCP3h,0.000131,0.000199,0.000162,6e-06,0.000162
10.edf,test,EEG CCP4h,0.000138,0.000209,0.000185,7e-06,0.000185
10.edf,test,EEG CCP6h,0.000157,0.000244,0.000208,9e-06,0.000209
10.edf,test,EEG CPP5h,0.000133,0.000231,0.000188,8e-06,0.000188
10.edf,test,EEG CPP3h,0.00014,0.000214,0.000177,7e-06,0.000177
10.edf,test,EEG CPP4h,0.00014,0.000222,0.00019,8e-06,0.00019
10.edf,test,EEG CPP6h,0.000101,0.000194,0.000153,9e-06,0.000153
10.edf,test,EEG PPO1,0.000114,0.000211,0.000168,8e-06,0.000169
10.edf,test,EEG PPO2,0.000129,0.000225,0.000182,8e-06,0.000183
10.edf,test,EEG I1,0.000135,0.000265,0.000205,9e-06,0.000206
10.edf,test,EEG Iz,0.000101,0.000261,0.000187,1.1e-05,0.000187
10.edf,test,EEG I2,8.3e-05,0.000233,0.000159,1e-05,0.000159
10.edf,test,EEG AFp3h,-0.000256,0.000136,-0.000138,1.6e-05,0.000138
10.edf,test,EEG AFp4h,-0.00035,0.000148,-0.000158,2.2e-05,0.000159
10.edf,test,EEG AFF5h,-0.000225,6.4e-05,-0.000121,1.2e-05,0.000121
10.edf,test,EEG AFF6h,-0.00042,8e-05,-0.000111,1.9e-05,0.000113
10.edf,test,EEG FFT7h,-0.000336,2.7e-05,-0.000129,1e-05,0.00013
10.edf,test,EEG FFC1h,-0.000171,-6.8e-05,-0.000129,8e-06,0.00013
10.edf,test,EEG FFC2h,-0.000105,1e-05,-5.8e-05,8e-06,5.9e-05
10.edf,test,EEG FFT8h,-0.000255,-5.5e-05,-0.000134,1.2e-05,0.000135
10.edf,test,EEG FTT9h,-0.000337,-2.6e-05,-0.000123,1e-05,0.000124
10.edf,test,EEG FTT7h,-0.000338,-3.3e-05,-0.000128,1e-05,0.000128
10.edf,test,EEG FCC1h,-0.000152,-8.8e-05,-0.000118,7e-06,0.000118
10.edf,test,EEG FCC2h,-0.000173,-0.000122,-0.00014,7e-06,0.00014
10.edf,test,EEG FTT8h,-0.000179,-3.5e-05,-0.00012,1.1e-05,0.000121
10.edf,test,EEG FTT10h,-0.000197,-8.7e-05,-0.000138,1.1e-05,0.000139
10.edf,test,EEG TTP7h,-0.000299,0.00013,-0.000119,1.1e-05,0.000119
10.edf,test,EEG CCP1h,-0.000136,-8.1e-05,-9.8e-05,8e-06,9.8e-05
10.edf,test,EEG CCP2h,0.000187,0.000241,0.000223,7e-06,0.000223
10.edf,test,EEG TTP8h,0.000184,0.000241,0.000224,8e-06,0.000224
10.edf,test,EEG TPP7h,-0.000104,4.4e-05,-2.9e-05,1.1e-05,3.1e-05
10.edf,test,EEG CPP1h,0.000143,0.000223,0.000191,9e-06,0.000191
10.edf,test,EEG CPP2h,0.000154,0.000237,0.000203,9e-06,0.000203
10.edf,test,EEG TPP8h,0.000132,0.000254,0.000193,1.1e-05,0.000193
10.edf,test,EEG PPO9h,0.000138,0.000274,0.000214,1.1e-05,0.000214
10.edf,test,EEG PPO5h,0.000148,0.00025,0.000207,9e-06,0.000207
10.edf,test,EEG PPO6h,0.000121,0.000249,0.000191,1.1e-05,0.000191
10.edf,test,EEG PPO10h,0.000135,0.000278,0.000211,1.1e-05,0.000212
10.edf,test,EEG POO9h,0.000106,0.000244,0.000182,1.1e-05,0.000182
10.edf,test,EEG POO3h,0.000132,0.000258,0.000194,1.1e-05,0.000194
10.edf,test,EEG POO4h,0.000136,0.000276,0.000208,1e-05,0.000208
10.edf,test,EEG POO10h,0.000107,0.000265,0.00019,1.1e-05,0.000191
10.edf,test,EEG OI1h,0.000105,0.000266,0.000191,1.1e-05,0.000192
10.edf,test,EEG OI2h,0.000106,0.000265,0.000192,1.1e-05,0.000193
11.edf,test,EEG Fp1,-0.000171,0.000184,-1e-05,4.9e-05,5e-05
11.edf,test,EEG Fp2,-0.000159,0.000123,-3e-05,3.9e-05,5e-05
11.edf,test,EEG Fpz,-0.000164,0.00017,-1.2e-05,4.7e-05,4.9e-05
11.edf,test,EEG F7,-0.000414,0.000176,-1.9e-05,1.3e-05,2.3e-05
11.edf,test,EEG F3,-0.00015,0.000323,1.4e-05,1.2e-05,1.8e-05
11.edf,test,EEG Fz,3e-05,0.000113,6.7e-05,1.1e-05,6.8e-05
11.edf,test,EEG F4,-0.000127,0.000121,-1.4e-05,1e-05,1.7e-05
11.edf,test,EEG F8,-0.000348,0.000244,-2.4e-05,1.3e-05,2.7e-05
11.edf,test,EEG FC5,-0.000263,0.000163,-7e-06,6e-06,9e-06
11.edf,test,EEG FC1,-7.6e-05,3e-05,-2.6e-05,6e-06,2.7e-05
11.edf,test,EEG FC2,-4e-06,0.000111,5.5e-05,6e-06,5.5e-05
11.edf,test,EEG FC6,-0.000229,0.000131,-2.6e-05,7e-06,2.7e-05
11.edf,test,EEG M1,-0.000123,4.9e-05,-2e-05,1.5e-05,2.5e-05
11.edf,test,EEG T7,-0.000225,0.000109,-8e-06,1e-05,1.3e-05
11.edf,test,EEG C3,-9.6e-05,7.4e-05,-2.6e-05,4e-06,2.6e-05
11.edf,test,EEG Cz,2.6e-05,3.2e-05,2.9e-05,1e-06,2.9e-05
11.edf,test,EEG C4,0.000126,0.000208,0.000167,3e-06,0.000167
11.edf,test,EEG T8,-3.5e-05,0.000299,0.000174,1.4e-05,0.000174
11.edf,test,EEG M2,-0.000115,5.9e-05,-1e-06,1.4e-05,1.4e-05
11.edf,test,EEG CP5,0.000107,0.000255,0.000162,7e-06,0.000162
11.edf,test,EEG CP1,0.000159,0.000203,0.000184,4e-06,0.000184
11.edf,test,EEG CP2,0.000163,0.000233,0.000193,5e-06,0.000193
11.edf,test,EEG CP6,7.7e-05,0.000262,0.000151,7e-06,0.000151
11.edf,test,EEG P7,6.7e-05,0.00023,0.000173,1.1e-05,0.000173
11.edf,test,EEG P3,0.000137,0.000212,0.000179,7e-06,0.000179
11.edf,test,EEG Pz,0.000132,0.000196,0.000164,6e-06,0.000164
11.edf,test,EEG P4,0.000101,0.00018,0.000147,7e-06,0.000148
11.edf,test,EEG P8,-3.5e-05,0.000219,0.000168,1.1e-05,0.000168
11.edf,test,EEG POz,9e-05,0.000189,0.000149,9e-06,0.00015
11.edf,test,EEG O1,6.4e-05,0.000259,0.000188,1.2e-05,0.000188
11.edf,test,EEG Oz,7.7e-05,0.000218,0.000169,1e-05,0.00017
11.edf,test,EEG O2,5e-06,0.000216,0.000169,1.2e-05,0.00017
11.edf,test,EOG EOGh,-0.001631,0.001344,0.00019,0.000105,0.000217
11.edf,test,EOG EOGv,-0.000514,0.000346,-0.000119,0.000117,0.000167
11.edf,test,EMG EMG_RH,-0.000373,0.000729,0.000181,3.1e-05,0.000184
11.edf,test,EMG EMG_LH,-0.000416,0.000167,-0.000125,1.8e-05,0.000127
11.edf,test,EMG EMG_RF,-0.000252,-4.7e-05,-0.000122,1e-05,0.000123
11.edf,test,EEG AF7,-0.00011,0.000237,3e-06,3.6e-05,3.6e-05
11.edf,test,EEG AF3,-6e-05,0.000171,1.3e-05,2.1e-05,2.5e-05
11.edf,test,EEG AF4,-6.2e-05,9.1e-05,0.0,2e-05,2e-05
11.edf,test,EEG AF8,-1.7e-05,0.000328,0.000111,3.3e-05,0.000116
11.edf,test,EEG F5,-0.000218,0.000267,-5.2e-05,1.2e-05,5.4e-05
11.edf,test,EEG F1,-7.1e-05,5.4e-05,-3.5e-05,1.1e-05,3.6e-05
11.edf,test,EEG F2,6.6e-05,0.000133,9.4e-05,8e-06,9.5e-05
11.edf,test,EEG F6,-0.000367,0.000301,-3.8e-05,1.2e-05,4e-05
11.edf,test,EEG FC3,-0.000145,0.000114,-3.4e-05,4e-06,3.4e-05
11.edf,test,EEG FCz,-3.1e-05,3e-06,-1.6e-05,4e-06,1.6e-05
11.edf,test,EEG FC4,-0.000135,0.000185,1.9e-05,5e-06,2e-05
11.edf,test,EEG C5,-0.000183,7.2e-05,-6e-05,7e-06,6.1e-05
11.edf,test,EEG C1,-6.6e-05,-4e-06,-4.1e-05,2e-06,4.1e-05
11.edf,test,EEG C2,-6.4e-05,-1.6e-05,-4e-05,2e-06,4.1e-05
11.edf,test,EEG C6,-0.000158,7.6e-05,-4.5e-05,6e-06,4.6e-05
11.edf,test,EEG CP3,-7e-05,-2e-06,-3.1e-05,5e-06,3.2e-05
11.edf,test,EEG CPz,0.000209,0.000239,0.000226,3e-06,0.000226
11.edf,test,EEG CP4,0.000168,0.000249,0.000203,5e-06,0.000203
11.edf,test,EEG P5,-3.6e-05,0.000113,1.7e-05,7e-06,1.8e-05
11.edf,test,EEG P1,0.000188,0.000251,0.000223,6e-06,0.000223
11.edf,test,EEG P2,0.000205,0.000264,0.000237,6e-06,0.000237
11.edf,test,EEG P6,0.000149,0.000232,0.000192,8e-06,0.000192
11.edf,test,EEG PO5,0.000131,0.000283,0.000227,1.1e-05,0.000228
11.edf,test,EEG PO3,0.000181,0.000272,0.000236,8e-06,0.000236
11.edf,test,EEG PO4,7.7e-05,0.000247,0.000198,1.2e-05,0.000198
11.edf,test,EEG PO6,0.000151,0.000242,0.000207,9e-06,0.000207
11.edf,test,EEG FT7,2.4e-05,0.00034,0.000226,9e-06,0.000226
11.edf,test,EEG FT8,-3e-05,0.00034,0.000207,8e-06,0.000207
11.edf,test,EEG TP7,0.000137,0.000518,0.000243,9e-06,0.000243
11.edf,test,EEG TP8,0.00017,0.000337,0.000241,6e-06,0.000241
11.edf,test,EEG PO7,0.000122,0.00028,0.000223,1e-05,0.000223
11.edf,test,EEG PO8,0.000139,0.000256,0.000213,1e-05,0.000214
11.edf,test,EEG FT9,-6.7e-05,0.00023,0.000116,9e-06,0.000117
11.edf,test,EEG FT10,-5e-06,0.000237,0.000124,9e-06,0.000124
11.edf,test,EEG TPP9h,-0.000147,2.8e-05,-2.9e-05,1.1e-05,3.1e-05
11.edf,test,EEG TPP10h,-0.000171,0.000174,0.000119,1.1e-05,0.000119
11.edf,test,EEG PO9,1.9e-05,0.000191,0.000131,1.1e-05,0.000131
11.edf,test,EEG PO10,-0.000263,-1.3e-05,-6.5e-05,1e-05,6.6e-05
11.edf,test,EEG P9,-3e-06,0.000174,0.000116,1.1e-05,0.000117
11.edf,test,EEG P10,-0.000161,0.000162,0.000111,1.1e-05,0.000111
11.edf,test,EEG AFF1,3.3e-05,0.000303,0.000119,1.4e-05,0.00012
11.edf,test,EEG AFz,-0.000109,4.1e-05,-4.4e-05,2.1e-05,4.9e-05
11.edf,test,EEG AFF2,-7.8e-05,0.000388,8.3e-05,1.7e-05,8.4e-05
11.edf,test,EEG FFC5h,-0.00021,0.000266,-4.7e-05,1.2e-05,4.8e-05
11.edf,test,EEG FFC3h,-0.000124,6.6e-05,-4.2e-05,7e-06,4.3e-05
11.edf,test,EEG FFC4h,2.9e-05,0.000142,9e-05,6e-06,9.1e-05
11.edf,test,EEG FFC6h,-0.000357,0.000265,-5.1e-05,9e-06,5.2e-05
11.edf,test,EEG FCC5h,-7e-05,0.000359,0.000101,5e-06,0.000101
11.edf,test,EEG FCC3h,9.4e-05,0.000337,0.000198,4e-06,0.000198
11.edf,test,EEG FCC4h,0.000103,0.000255,0.000173,3e-06,0.000173
11.edf,test,EEG FCC6h,-9e-05,0.000302,8.6e-05,6e-06,8.6e-05
11.edf,test,EEG CCP5h,6.2e-05,0.000282,0.000183,5e-06,0.000183
11.edf,test,EEG CCP3h,0.000127,0.000203,0.00017,4e-06,0.00017
11.edf,test,EEG CCP4h,0.00015,0.000227,0.000188,3e-06,0.000188
11.edf,test,EEG CCP6h,0.000128,0.000333,0.000219,5e-06,0.000219
11.edf,test,EEG CPP5h,0.000145,0.000288,0.000197,7e-06,0.000197
11.edf,test,EEG CPP3h,0.000147,0.000212,0.000185,5e-06,0.000185
11.edf,test,EEG CPP4h,0.000164,0.000244,0.0002,5e-06,0.0002
11.edf,test,EEG CPP6h,0.000122,0.000206,0.000162,7e-06,0.000162
11.edf,test,EEG PPO1,0.000135,0.000206,0.000174,7e-06,0.000174
11.edf,test,EEG PPO2,0.000149,0.000222,0.000188,7e-06,0.000188
11.edf,test,EEG I1,5.8e-05,0.000307,0.000215,1.2e-05,0.000216
11.edf,test,EEG Iz,8.4e-05,0.000263,0.000196,1.1e-05,0.000196
11.edf,test,EEG I2,4.5e-05,0.000262,0.000164,1.2e-05,0.000164
11.edf,test,EEG AFp3h,-0.000223,-1.1e-05,-0.000128,3e-05,0.000132
